playerID,name,pos,height,weight
raycl01,Clifford Ray,C,81,230
raymocr01,Craig Raymond,C,83,235
recasel01,Eldridge Recasner,G,75,190
reedju01,Justin Reed,F,80,240
reevebr01,Bryant Reeves,C,84,275
reiddo01,Don Reid,F,80,250
respesh01,Shawn Respert,G,73,195
reynoje01,Jerry Reynolds,G-F,80,198
ricegl01,Glen Rice,F-G,79,214
richaja01,Jason Richardson,G-F,78,220
rideris01,Isaiah Rider,G-F,77,215
riverda01,David Rivers,G,72,170
roberan01,Anthony Roberts,F-G,77,185
roberri01,Rick Roberson,C-F,81,230
robinbe01,Bernard Robinson,G-F,78,210
robinda01,David Robinson,C,85,235
robingl01,Glenn Robinson,F,79,225
robinru01,Rumeal Robinson,G,74,195
rodgegu01,Guy Rodgers,G,72,185
rogerca01,Carlos Rogers,C-F,82,220
rogerro02,Roy Rogers,F,82,235
rondora01,Rajon Rondo,F,73,171
roseja01,Jalen Rose,G,80,210
rossqu01,Quinton Ross,G,78,193
rowecu01,Curtis Rowe,F,79,225
roybr01,Brandon Roy,G,78,215
rudomjo01,John Rudometkin,F,78,205
ruffitr01,Trevor Ruffin,G,73,185
rushbr01,Brandon Rush,G,78,210
russebr01,Bryon Russell,F,79,225
russewa01,Walker Russell,G,77,195
salmojo01,John Salmons,G-F,78,210
sandela01,Larry Sanders,F,83,235
schindw01,Dwayne Schintzius,C,85,260
schrede01,Detlef Schrempf,F-C,81,214
scottal01,Alvin Scott,F-G,79,185
scottde01,Dennis Scott,G-F,80,229
scurrca01,Carey Scurry,F,79,188
sealyma01,Malik Sealy,F-G,80,190
seikaro01,Rony Seikaly,C,83,230
serapke01,Kevin Seraphin,F,81,275
seymopa01,Paul Seymour,G-F,73,180
shaffle01,Lee Shaffer,F,79,215
shaskjo01,John Shasky,C,83,235
sheltlo01,Lonnie Shelton,F-C,80,240
shortpu01,Purvis Short,F-G,79,210
sichtje01,Jerry Sichting,G,73,168
sikmaja01,Jack Sikma,C-F,83,230
silaspa01,Paul Silas,F-C,79,215
simmoli01,Lionel Simmons,F-G,79,210
singlja01,James Singleton,F,80,215
skinnbr01,Brian Skinner,F-C,81,255
smithad01,Adrian Smith,G,73,180
smithch03,Chris Smith,G,75,190
smithcr01,Craig Smith,F,79,250
smithel01,Elmore Smith,C,84,250
smithjo01,John Smith,C,84,235
smithla02,LaBradford Smith,G,75,200
smithmi02,Michael Smith,F,80,230
smithro01,Robert Smith,G,71,165
smitsri01,Rik Smits,C,88,250
snydeki01,Kirk Snyder,G,78,225
sojoumi01,Mike Sojourner,C-F,81,225
sparrgu01,Guy Sparrow,F,78,218
spencel01,Elmore Spencer,C,84,270
sprewla01,Latrell Sprewell,G,77,190
stackje01,Jerry Stackhouse,G-F,78,218
stanste01,Terence Stansbury,G,77,170
stavela01,Larry Staverman,F,79,205
stepavl01,Vladimir Stepania,C,84,236
stewala01,Larry Stewart,F,80,220
stithbr01,Bryant Stith,G,77,208
stokema01,Maurice Stokes,F-C,79,232
stoudda01,Damon Stoudamire,G,70,171
stricma01,Mark Strickland,F,81,210
sundedo01,Don Sunderlage,G,73,180
sundvjo01,Jon Sundvold,G,74,170
tabakza01,Zan Tabak,C,84,245
tartle01,Levern Tart,G-F,74,195
tayloma01,Maurice Taylor,F,81,260
telfase01,Sebastian Telfair,G,72,165
terrycl01,Claude Terry,G-F,76,195
theusre01,Reggie Theus,G,78,190
thomais01,Isiah Thomas,G,73,180
thomaku01,Kurt Thomas,F,81,230
thompbe01,Bernard Thompson,F-G,78,207
thompda01,David Thompson,G-F,76,195
thompla01,LaSalle Thompson,C-F,82,245
thomppa01,Paul Thompson,G-F,78,210
threase01,Sedale Threatt,G,74,175
tinslge01,George Tinsley,F,77,205
tisdawa01,Wayman Tisdale,F-C,80,240
toneyse01,Sedric Toney,G,74,178
townsra01,Raymond Townsend,G,75,175
trappjo01,John Trapp,F,79,210
trentga01,Gary Trent,F,80,250
tschojo01,John Tschogl,F,78,206
turiaro01,Ronny Turiaf,F,82,249
turneel01,Elston Turner,G-F,77,190
twardda01,Dave Twardzik,G,73,175
udokaim01,Ime Udoka,G-F,78,215
upshake01,Kelvin Upshaw,G,74,180
vallejo01,John Vallely,G,75,180
vanhoke01,Keith Van Horn,F,81,220
vaughja01,Jacque Vaughn,G,72,190
villach01,Charlie Villanueva,F,83,240
volkefl01,Floyd Volker,F-C,76,205
wadedw01,Dwyane Wade,G,76,210
waitegr01,Granville Waiters,C,83,225
walkebr01,Brady Walker,F-C,78,205
walkesa01,Samaki Walker,F,81,240
wallabe01,Ben Wallace,F,81,240
wallajo01,John Wallace,F,80,225
waltere01,Rex Walters,G,76,190
waltoll01,Lloyd Walton,G,72,160
wardch01,Charlie Ward,G,74,190
warrejo01,John Warren,G-F,75,180
warriha01,Hakim Warrick,F,81,219
washike01,Kermit Washington,F-C,80,230
washiwi01,Wilson Washington,F-C,81,227
watsoja01,Jamie Watson,F,79,190
weathni01,Nick Weatherspoon,F,79,195
webstma02,Martell Webster,F-G,79,210
welscji01,Jiri Welsch,G,79,208
westda01,David West,F,81,240
westje01,Jerry West,G-F,74,175
westppa01,Paul Westphal,G,76,192
whatlen01,Ennis Whatley,G,75,175
whiteje01,Jerome Whitehead,C-F,82,220
whitero01,Rory White,F,80,210
wickssi01,Sidney Wicks,F-C,80,225
wiggimi01,Mitchell Wiggins,G,76,185
wileymo01,Morlon Wiley,G,76,185
wilkeja02,James Wilkes,F,79,195
wilkige01,Gerald Wilkins,G-F,78,185
willial02,Alvin Williams,G,77,185
willico02,Corliss Williamson,F,79,245
willier01,Eric Williams,F,80,220
willigu01,Gus Williams,G,74,175
willija02,Jason Williams,G,73,190
willijo01,John Williamson,G,74,185
willike01,Kevin Williams,G,74,175
willilo01,Lorenzo Williams,F-C,81,200
willima01,Maurice Williams,G,73,185
willima03,Marcus Williams,G,75,205
willisc01,Scott Williams,C-F,82,230
willish02,Shelden Williams,F,81,250
wilsoge01,George Wilson,C,80,215
winchke01,Kennard Winchester,G-F,77,210
wingfdo01,Dontonio Wingfield,F,80,256
wintebr01,Brian Winters,G-F,76,185
wittmra01,Randy Wittman,G-F,78,210
woodslo01,Loren Woods,C,85,245
woolror01,Orlando Woolridge,F,81,215
worthja01,James Worthy,F,81,225
wrighdo01,Dorell Wright,F,79,210
wrighlo02,Lorenzen Wright,F-C,83,225
wuycide01,Dennis Wuycik,F,77,204
youngda01,Danny Young,G,75,175
abdursh01,Julius Abdur-Rahim,F,81,225
adamsdo01,Donald Adams,F,78,210
aingeda01,Daniel Ainge,G-F,76,175
allenra02,Walter Allen,G,77,205
anderan01,Andrew Anderson,G,74,184
andergr01,Gregory Anderson,F-C,82,230
anderke01,Kenneth Anderson,G,72,168
anderro01,Ronald Anderson,F-G,79,215
anthogr01,Gregory Anthony,G,72,176
ardji01,Jimmie Ard,F-C,80,215
armstcu01,Paul Armstrong,G-F,71,170
atkinch01,Kenneth Atkins,G,71,160
averibi01,William Averitt,G,73,170
bailegu01,Augustus Bailey,G-F,77,185
ballagr01,Gregory Ballard,F,79,215
banksma01,Arthur Banks,G,74,200
bantomi01,Michael Bantom,F-C,81,200
barksdo01,Donald Barksdale,F-C,78,200
barneji01,Velvet Barnes,C-F,80,210
barremi01,Michael Barrett,G,74,155
barryri01,Richard Barry,F,79,205
batesbi01,Billy Bates,G,76,210
battlke01,Kenneth Battle,F,78,210
beardbu01,Alfred Beard,G,75,185
beckby01,A. Beck,C-F,81,225
becker01,Ernest Beck,G-F,76,190
beendha01,Henry Beenders,C-F,77.5,185
bellawa01,Walter Bellamy,C,82.5,225
bemorir01,Irving Bemoras,F-G,75,185
benneme01,Melvin Bennett,F,79,200
bensoke01,Michael Benson,C,82,235
bibbyhe01,Charles Bibby,G,73,185
bingda01,David Bing,G,75,180
blakest01,Steven Blake,G,75,172
bockhbu01,Arlen Bockhorn,G,76,200
boguemu01,Tyrone Bogues,G,63,136
bonnema01,Matthew Bonner,F,82,240
boonero01,Ronald Boone,G-F,74,200
borylvi01,Vincent Boryla,F,76.5,210
bosweto01,Tommy Boswell,F-C,79,220
bowdlca01,James Bowdler,F,82,245
bowiesa01,Samuel Bowie,C-F,85,235
boydfr01,Fred Boyd,G,74,180
bradlbi01,William Bradley,F-G,77,205
bratzmi01,Michael Bratz,G,74,185
bremejr01,Ernest Bremer,G,73,185
breweji01,James Brewer,F-C,81,210
brickfr01,Francis Brickowski,F-C,81,240
bridgju01,Ulysses Bridgeman,F-G,77,210
brookmi01,Michael Brooks,F,79,220
brownbo01,Robert Brown,F,76,205
brownde01,DeCovan Brown,G,73,160
brownla01,Lawrence Brown,G,69,160
brownpj01,Collier Brown,C-F,83,225
brownro02,Walter Brown,C,83,225
bryanjo01,Joseph Bryant,F-C-G,81,185
bucknqu01,William Buckner,G,75,190
buechju01,Judson Buechler,F-G,78,220
buncela01,Lawrence Bunce,C,84,240
burdeti01,Luther Burden,G,74,185
burleto01,Tommy Burleson,C,86,225
burttst01,Steven Burtt,G,74,185
butchdo01,Donnis Butcher,G,74,200
butleca01,James Butler,F,79,217
bynumwi01,William Bynum,G,72,185
byrneto01,Thomas Byrnes,F-G,75,175
calabge01,Gerald Calabrese,G,73,175
calhobi01,William Calhoun,F-G,75,180
calveer01,Ernest Calverley,G,70,145
cannola01,Lawrence Cannon,G,76,195
carpebo01,Robert Carpenter,F-C,77,200
carrke01,Kenneth Carr,F,79,220
carrojo01,Joe Carroll,C-F,82,225
cartebu01,Clarence Carter,G,77,180
cartere01,Reginald Carter,G,75,169
cartwbi01,James Cartwright,C,85,230
cervial01,Alfred Cervi,G-F,71,170
chambto01,Thomas Chambers,F-C,81,220
chanedo01,Donald Chaney,G,77,210
charlke01,Kenneth Charles,G,75,180
chilcpe01,Peter Chilcutt,F-C,82,230
choneji01,James Chones,C-F,83,220
chubist01,Stephen Chubin,G,74,200
claxtsp01,Craig Claxton,G,71,166
clemeba01,John Clemens,F,78,210
colembe01,Benjamin Coleman,F,81,235
collido01,Paul Collins,G-F,78,180
collima01,Maurice Collins,G,78,220
coltest01,R. Colter,G,75,165
conlege01,Donald Conley,C-F,80,215
conloma01,Martin Conlon,F-C,82,224
cookje01,Jeffrey Cook,F-C,82,215
coopewa01,Artis Cooper,C-F,82,220
corzida01,David Corzine,C,83,240
cottoja01,John Cotton,F-C,79,200
