-1.8792,5.9932,-1.6003,0.9285
-2.5856,7.5326,-0.51,1.1351
-4.7,5.2303,-0.2606,0.9775
-3.5637,6.3714,0.7119,0.9411
-2.5546,5.7744,-1.1941,0.9706
1.6519,7.1174,-3.1384,0.9152
0.6003,4.9109,-1.8396,0.888
-4.7549,6.0326,0.3546,1.2526
0.9454,6.5525,-2.0722,1.1655
-2.057,7.1006,-0.039,1.0308
-3.082,7.5442,-0.876,0.8743
-2.0708,6.0859,0.4367,0.9135
-3.2665,4.5084,-2.9609,0.9823
-3.1614,5.2577,-1.1977,1.0791
-1.0634,4.9384,-2.2078,0.8668
-1.1683,8.3505,1.908,0.767
-1.1576,5.3844,-0.1748,0.8551
-2.1271,6.7481,0.379,1.0334
-4.5697,5.8076,-2.0582,1.0391
-2.0676,6.8886,-1.4686,1.0452
-0.8807,5.2352,-1.2725,0.987
-2.3644,4.5977,0.0984,1.0184
-1.6549,4.5776,-1.2779,0.9524
-2.055,6.4882,-0.2985,1.0862
-3.3945,5.8226,-3.0518,0.8638
-2.618,5.8039,-1.3538,1.0455
-4.0235,7.4193,-1.8236,0.9151
-1.8451,6.2916,-2.5771,0.9665
-4.4912,6.1978,-0.492,1.0553
-4.3895,7.5877,-0.718,1.1039
-4.0523,5.1955,-0.9665,0.8882
-6.8276,6.6966,-2.3337,1.1261
-1.1301,6.8351,0.1275,1.066
-2.5773,5.7563,-0.6498,0.9932
-3.9814,6.2157,-1.2991,0.9805
-1.2186,4.8342,-0.9771,0.9782
-5.225,4.852,-1.262,0.9697
-3.1329,6.1049,-2.7502,1.0023
-3.3139,6.7223,-1.2857,1.0051
-2.585,8.5855,-1.8314,1.0826
-2.5933,5.3331,-1.9792,1.1527
-4.1243,6.1873,-2.1564,1.0467
-3.0391,5.9175,-1.5336,0.979
-3.2143,4.067,-3.0026,1.0625
-2.184,5.561,-0.0358,1.0183
-1.5788,4.2053,-0.4799,0.897
-1.5579,6.8404,-1.02,1.0949
-4.1227,5.112,-1.0348,1.0307
-2.8994,6.1001,-1.7982,1.0135
-4.5784,5.4555,0.0187,1.0515
-4.4476,6.3035,-1.1332,1.0261
-3.883,-4.2781,-3.3485,0.9095
-2.3247,-3.5773,-7.0299,0.9712
-2.2921,-5.6702,-5.9421,1.035
-3.064,-3.5284,-4.726,0.8164
1.3642,-5.2128,-5.5837,1.1036
-3.7515,-3.9338,-4.3964,1.2424
-2.9676,-3.3476,-4.2001,1.0959
-3.424,-3.6729,-6.8599,0.9684
-4.3484,-2.9174,-5.3537,1.0429
-2.3845,-2.9939,-9.2642,0.8964
-2.5481,-4.6509,-2.7093,1.1878
1.0601,-3.7429,-6.2582,1.0941
-2.498,-4.9444,-7.4077,1.0787
-4.1284,-5.3218,-5.5079,0.9124
1.2069,-3.0752,-7.8573,1.032
0.4694,-4,-5.0417,0.9442
-2.4593,-4.0549,-6.1213,0.9689
-5.0123,-3.0889,-0.6444,0.943
-2.8893,-3.4054,-2.7231,0.8974
-2.3119,-3.6498,-9.9938,0.9091
-1.4479,-2.7497,-4.1173,0.979
-2.5223,-3.0702,-7.7963,0.8301
-1.1132,-3.7602,-5.5101,1.0608
-1.2162,-4.6904,-4.6712,0.9882
-4.5014,-4.6516,-3.5045,1.0699
-3.8959,-2.8079,-5.5461,1.027
-3.4822,-5.6118,-1.8474,1.0494
-3.0156,-4.0245,-5.9619,0.8517
-2.6412,-5.9488,-4.345,0.898
-1.9751,-2.9795,-3.6705,0.9553
-8.0584,-3.1383,-4.8296,1.011
-2.914,-3.9988,-3.2381,1.1129
0.4849,-4.0708,-4.3536,0.971
-4.1334,-6.4863,-6.5683,1.1262
-0.1325,-3.4188,-8.6107,1.0475
-1.2994,-6.1924,-1.2828,1.1174
-2.058,-6.3193,-6.2091,1.0127
-1.6351,-3.9201,-4.7933,0.9343
-5.1301,-4.9485,-3.8737,0.8519
-2.1691,-3.5885,-4.7728,1.0155
1.2079,-3.323,-6.8095,1.0819
-1.8033,-3.1423,-5.9354,0.9707
-1.9173,-4.6912,-5.2498,0.9459
-3.4683,-3.5506,-2.0421,0.9691
-2.0616,-3.8994,-6.7216,0.8903
-1.5353,-3.1739,-3.4307,0.9507
-1.1472,-3.4638,-4.3828,0.9819
-2.7456,-3.1021,-5.4677,1.0046
-2.4729,-4.1319,-7.1139,0.9936
2.0474,-4.1472,-5.5683,1.0611
-6.5167,-2.9922,-5.1734,1.0109
2.4589,-6.1237,-7.9388,1.1814
-1.3249,-4.5046,-4.6156,1.0312
0.0001,-5.2706,-6.6446,1.1804
-5.3283,-4.3826,-5.1885,0.9277
-3.1801,-3.3513,-4.3276,1.0527
2.7397,-0.2125,1.5527,0.9868
3.6001,0.2947,1.8135,1.0595
3.5939,-0.0314,3.8027,1.1047
0.814,-1.011,4.8843,0.9802
1.673,-0.4911,3.601,1.0328
1.559,0.3063,2.2539,0.9762
3.4018,-0.0274,4.631,1.023
4.4702,-0.5594,4.5978,1.044
2.6732,-0.3132,3.2404,0.9383
3.8123,0.1248,4.1425,1.0275
3.5455,-0.4965,3.8256,1.0601
1.9484,0.4875,1.0261,1.0092
3.3975,-0.3204,4.5191,1.173
2.2481,0.9044,1.6856,0.9391
4.5163,-0.5399,1.7922,0.9263
2.9674,0.0996,3.3539,0.825
4.636,-0.7605,2.385,1.091
