1.39E+03,4.22E+03,1.78E+03
1.89E+03,4.84E+03,1.97E+03
2.45E+03,5.73E+03,1.93E+03
1.89E+03,4.56E+03,1.84E+03
2.58E+03,5.72E+03,1.97E+03
1.66E+03,4.84E+03,1.73E+03
2.17E+03,5.32E+03,1.98E+03
2.11E+03,4.94E+03,1.88E+03
1.17E+03,4.27E+03,1.61E+03
1.65E+03,4.41E+03,1.75E+03
2.48E+03,5.57E+03,2.05E+03
1.31E+03,4.17E+03,1.76E+03
1.85E+03,4.90E+03,1.86E+03
1.40E+03,4.19E+03,1.66E+03
1.40E+03,4.49E+03,1.73E+03
1.43E+03,4.30E+03,1.70E+03
2.38E+03,5.19E+03,2.04E+03
1.94E+03,4.40E+03,1.82E+03
2.14E+03,5.26E+03,1.97E+03
1.63E+03,5.06E+03,1.90E+03
1.87E+03,4.73E+03,1.92E+03
2.39E+03,5.76E+03,2.02E+03
1.23E+03,4.17E+03,1.64E+03
1.52E+03,4.31E+03,1.90E+03
2.49E+03,5.53E+03,1.93E+03
2.86E+03,5.79E+03,2.04E+03
1.46E+03,4.63E+03,1.77E+03
2.17E+03,4.97E+03,1.96E+03
1.26E+03,4.27E+03,1.73E+03
2.29E+03,5.38E+03,1.91E+03
2.01E+03,5.05E+03,1.84E+03
1.38E+03,4.44E+03,1.67E+03
2.21E+03,5.12E+03,1.91E+03
2.62E+03,5.28E+03,2.00E+03
1.85E+03,4.93E+03,1.85E+03
1.44E+03,4.20E+03,1.73E+03
1.33E+03,4.59E+03,1.77E+03
1.26E+03,4.17E+03,1.71E+03
2.15E+03,5.38E+03,1.89E+03
2.12E+03,5.55E+03,1.91E+03
1.51E+03,4.42E+03,1.86E+03
2.34E+03,5.21E+03,1.96E+03
1.35E+03,4.62E+03,1.80E+03
2.74E+03,5.85E+03,2.04E+03
775.6608,3.76E+03,1.57E+03
1.78E+03,4.82E+03,1.91E+03
2.34E+03,5.18E+03,1.99E+03
1.94E+03,5.21E+03,1.85E+03
1.96E+03,4.85E+03,1.95E+03
1.66E+03,4.93E+03,1.80E+03
3.00E+03,5.92E+03,2.11E+03
1.68E+03,5.04E+03,1.82E+03
2.31E+03,5.40E+03,1.95E+03
2.59E+03,4.85E+03,2.02E+03
1.75E+03,4.70E+03,1.75E+03
2.72E+03,6.06E+03,2.09E+03
2.18E+03,5.11E+03,1.79E+03
1.12E+03,3.95E+03,1.68E+03
1.68E+03,4.79E+03,1.76E+03
1.85E+03,5.22E+03,1.89E+03
2.28E+03,5.48E+03,1.90E+03
2.32E+03,5.37E+03,2.01E+03
2.31E+03,5.46E+03,1.92E+03
1.15E+03,4.26E+03,1.65E+03
1.10E+03,4.04E+03,1.70E+03
2.67E+03,5.79E+03,2.02E+03
2.38E+03,5.40E+03,1.94E+03
2.16E+03,5.34E+03,1.90E+03
2.78E+03,5.96E+03,2.11E+03
2.94E+03,5.62E+03,2.06E+03
1.51E+03,4.37E+03,1.77E+03
1.96E+03,4.66E+03,1.84E+03
2.17E+03,5.20E+03,1.92E+03
2.00E+03,4.44E+03,1.83E+03
2.04E+03,5.02E+03,1.92E+03
2.04E+03,5.31E+03,1.92E+03
2.53E+03,5.65E+03,2.05E+03
437.6513,3.75E+03,1.56E+03
1.93E+03,4.93E+03,1.89E+03
1.80E+03,4.67E+03,1.85E+03
1.68E+03,4.22E+03,1.88E+03
2.01E+03,5.67E+03,1.90E+03
2.22E+03,5.31E+03,1.92E+03
1.78E+03,5.04E+03,1.86E+03
1.94E+03,5.08E+03,1.86E+03
1.04E+03,3.92E+03,1.60E+03
1.33E+03,4.24E+03,1.70E+03
1.73E+03,4.11E+03,1.78E+03
1.84E+03,4.60E+03,1.87E+03
1.35E+03,4.24E+03,1.77E+03
1.29E+03,4.12E+03,1.71E+03
2.27E+03,5.46E+03,1.96E+03
2.01E+03,5.13E+03,1.84E+03
2.68E+03,5.58E+03,2.03E+03
2.23E+03,4.95E+03,1.91E+03
1.30E+03,4.48E+03,1.77E+03
726.2156,3.68E+03,1.64E+03
2.01E+03,5.10E+03,1.86E+03
1.81E+03,4.90E+03,1.74E+03
2.24E+03,5.22E+03,1.94E+03
2.43E+03,5.63E+03,2.05E+03
1.82E+03,4.88E+03,1.91E+03
2.01E+03,5.03E+03,1.92E+03
1.54E+03,4.27E+03,1.83E+03
2.59E+03,5.62E+03,1.97E+03
1.96E+03,5.19E+03,1.82E+03
1.64E+03,4.54E+03,1.83E+03
1.68E+03,4.78E+03,1.81E+03
2.92E+03,6.11E+03,2.03E+03
2.21E+03,6.05E+03,1.99E+03
2.16E+03,5.00E+03,1.99E+03
2.12E+03,5.08E+03,1.93E+03
2.18E+03,5.09E+03,1.94E+03
2.19E+03,4.82E+03,1.93E+03
1.94E+03,4.99E+03,1.84E+03
2.87E+03,5.98E+03,2.08E+03
1.80E+03,4.72E+03,1.89E+03
1.47E+03,4.46E+03,1.71E+03
1.71E+03,4.68E+03,1.87E+03
2.58E+03,5.53E+03,2.08E+03
2.36E+03,5.17E+03,1.96E+03
2.57E+03,5.42E+03,2.00E+03
1.82E+03,4.59E+03,1.91E+03
2.02E+03,5.20E+03,1.92E+03
946.2587,3.92E+03,1.67E+03
2.45E+03,5.55E+03,1.98E+03
1.88E+03,4.71E+03,1.81E+03
1.96E+03,4.44E+03,1.84E+03
2.49E+03,5.52E+03,2.02E+03
1.79E+03,4.94E+03,1.79E+03
2.17E+03,5.46E+03,1.93E+03
1.54E+03,4.09E+03,1.73E+03
1.64E+03,4.72E+03,1.74E+03
2.23E+03,5.28E+03,2.03E+03
1.82E+03,4.83E+03,1.89E+03
1.08E+03,4.04E+03,1.67E+03
1.64E+03,5.12E+03,1.88E+03
3.52E+03,6.28E+03,2.22E+03
2.20E+03,5.26E+03,1.96E+03
2.05E+03,5.17E+03,1.92E+03
1.71E+03,4.22E+03,1.82E+03
943.4604,4.03E+03,1.65E+03
2.01E+03,5.38E+03,1.90E+03
257.8998,3.15E+03,1.45E+03
1.43E+03,4.35E+03,1.82E+03
1.14E+03,3.77E+03,1.67E+03
1.82E+03,4.89E+03,1.84E+03
2.52E+03,5.80E+03,1.95E+03
2.21E+03,4.92E+03,1.93E+03
1.69E+03,4.36E+03,1.89E+03
1.05E+03,3.88E+03,1.61E+03
1.64E+03,4.67E+03,1.84E+03
1.29E+03,4.55E+03,1.66E+03
2.17E+03,5.32E+03,1.96E+03
1.62E+03,4.59E+03,1.88E+03
2.70E+03,5.52E+03,2.05E+03
1.87E+03,4.89E+03,1.80E+03
1.11E+03,4.22E+03,1.78E+03
1.98E+03,4.81E+03,1.82E+03
2.32E+03,5.40E+03,1.92E+03
1.66E+03,4.73E+03,1.84E+03
2.27E+03,5.61E+03,1.98E+03
2.12E+03,5.51E+03,1.92E+03
2.14E+03,4.69E+03,1.92E+03
1.76E+03,5.03E+03,1.86E+03
1.86E+03,4.71E+03,1.84E+03
1.86E+03,4.54E+03,1.86E+03
1.86E+03,4.72E+03,1.83E+03
1.14E+03,4.01E+03,1.66E+03
1.92E+03,5.01E+03,1.84E+03
1.29E+03,4.22E+03,1.73E+03
2.00E+03,4.68E+03,1.82E+03
1.30E+03,4.20E+03,1.69E+03
2.68E+03,5.23E+03,2.02E+03
2.38E+03,5.79E+03,2.00E+03
1.64E+03,4.48E+03,1.79E+03
3.06E+03,6.27E+03,2.13E+03
2.55E+03,5.74E+03,1.98E+03
2.40E+03,5.25E+03,1.89E+03
805.5877,3.40E+03,1.58E+03
1.24E+03,3.85E+03,1.68E+03
1.55E+03,4.75E+03,1.87E+03
1.76E+03,4.73E+03,1.88E+03
1.22E+03,4.47E+03,1.74E+03
2.29E+03,5.19E+03,2.01E+03
1.65E+03,3.92E+03,1.79E+03
1.84E+03,4.58E+03,1.81E+03
1.64E+03,4.83E+03,1.85E+03
1.89E+03,4.94E+03,1.83E+03
2.68E+03,6.17E+03,2.01E+03
937.4618,4.00E+03,1.68E+03
1.41E+03,3.96E+03,1.71E+03
1.68E+03,5.29E+03,1.77E+03
2.24E+03,5.51E+03,1.90E+03
1.38E+03,4.01E+03,1.70E+03
1.65E+03,4.70E+03,1.74E+03
2.32E+03,5.32E+03,1.92E+03
1.27E+03,4.07E+03,1.74E+03
2.50E+03,5.08E+03,2.10E+03
2.12E+03,4.90E+03,1.88E+03
2.24E+03,5.33E+03,1.97E+03
1.93E+03,4.79E+03,1.96E+03
1.39E+03,4.17E+03,1.74E+03
1.06E+03,4.06E+03,1.66E+03
