wMotor_mean,wMotor_std,wMotor_fftPeakIdx,wMotor_skewness,wMotor_kurtosis,wMotor_peak2peak,wMotor_peak2rms,wMotor_rms,wMotor_mad,wMotor_csRange,wMotor_pLow,wMotor_pMid,wMotor_pHigh,wMotor_pKur,iMotor_mean,iMotor_std,iMotor_fftPeakIdx,iMotor_skewness,iMotor_kurtosis,iMotor_peak2peak,iMotor_peak2rms,iMotor_rms,iMotor_mad,iMotor_csRange,iMotor_pLow,iMotor_pMid,iMotor_pHigh,iMotor_pKur,qIn_mean,qIn_std,qIn_fftPeakIdx,qIn_skewness,qIn_kurtosis,qIn_peak2peak,qIn_peak2rms,qIn_rms,qIn_mad,qIn_csRange,qIn_pLow,qIn_pMid,qIn_pHigh,qIn_pKur,pIn_mean,pIn_std,pIn_fftPeakIdx,pIn_skewness,pIn_kurtosis,pIn_peak2peak,pIn_peak2rms,pIn_rms,pIn_mad,pIn_csRange,pIn_pLow,pIn_pMid,pIn_pHigh,pIn_pKur,qOut_mean,qOut_std,qOut_fftPeakIdx,qOut_skewness,qOut_kurtosis,qOut_peak2peak,qOut_peak2rms,qOut_rms,qOut_mad,qOut_csRange,qOut_pLow,qOut_pMid,qOut_pHigh,qOut_pKur,pOut_mean,pOut_std,pOut_fftPeakIdx,pOut_skewness,pOut_kurtosis,pOut_peak2peak,pOut_peak2rms,pOut_rms,pOut_mad,pOut_csRange,pOut_pLow,pOut_pMid,pOut_pHigh,pOut_pKur,faultCode
876.23567661707,6.20477166508732,762,-0.164600638433999,2.88112268867235,39.0707259849253,1.01828803504187,876.25762916426,5.03211332973941,1225858.89863954,7.06725903253344,664.056999700159,86.9241790473876,0.0718078320820524,38.2322289848798,0.249149528400467,762,-0.172051854020851,2.63074492817247,1.36961781986783,1.01477856065818,38.2330402178555,0.206356962606452,53487.1334380553,0.0116237047712283,1.06579251085905,0.0993378281475101,0.0718078320820524,35.5074808816746,4.18011307492315,742,1.44684681638908,5.73647050528428,23.3050078308978,1.44117834659266,35.7525112813168,2.78652423336656,49675.756246695,72.1806859574544,169.684525611228,37.5906457010481,1.58874828481541,-0.148208944988548,0.0181688756102992,742,-0.836833283290057,4.45025578386621,0.121306670321404,1.50851271429777,0.14931766012131,0.0134714261429522,207.343369530214,0.00127398503605543,0.0025162295219224,0.00103154957550585,1.37781277807438,35.5316744271824,2.74531115142334,762,-0.729158885937989,2.76648226623235,13.8347286660336,1.15065398131709,35.6374976329214,2.2371381912092,49707.0836076227,1.30694979208555,101.863839716126,17.3024595519846,2.67035375555132,7.22596503892815,0.0232507298830726,824,-0.588428709700433,2.73121394706856,0.125499585509954,1.00763511987528,7.22600241863451,0.0190016387307708,10109.1081994666,9.09741542549691e-05,0.00747169145574116,0.00134750652733202,0.0762958215871807,000
876.238247493055,6.07746325280665,762,-0.147076968500433,2.67373053636584,34.5707665164382,1.01695732419114,876.259308393782,4.98264276231216,1225862.10825283,9.67177453040821,542.46868553926,98.80691361446,0.0718078320820524,38.2256802749294,0.255146793827184,762,-0.144831025703825,2.53894817235108,1.39280547148345,1.01502663220056,38.2265311775423,0.211896335218622,53478.0480136919,0.00791245004249989,1.29463313601946,0.0992971603851627,2.20809083652311,35.5359812145134,4.21018457901723,742,1.4631778147778,5.81362303970404,23.9356999713939,1.4453025509959,35.7843395060755,2.80000140505851,49714.2937636508,76.3005898933858,185.078227451335,40.7934262802103,1.50347648421797,-0.148590142134269,0.0186717560187494,742,-0.879204341717176,4.44996294842117,0.117963896222465,1.48504455997599,0.149757857181794,0.0139120251458758,207.873259737379,0.00145642418019316,0.0031869728044812,0.0012348545346928,2.89924122031287,35.5601747600213,2.73893357735065,762,-0.686942542202043,2.68880040750782,14.789336830097,1.1622223003005,35.6654234196993,2.2500444212519,49745.6211245787,0.637923975131011,97.3777074049694,15.8581504326569,2.73318560862312,7.22558384178243,0.0233386932945537,762,-0.626319305771591,2.71912872934869,0.12092369867824,1.00709085127572,7.22562150684385,0.0189902900613194,10108.5783092594,0.000118062616063605,0.00695351509651269,0.00143364319919329,0.0762958215871807,000
876.031159101264,6.25086056431964,762,-0.123500998862218,2.55144476259415,35.491460180726,1.01726601536347,876.053444182846,5.16591405622878,1225574.80190786,6.68788926716534,705.149946765819,98.9380023052065,2.20809083652311,38.2309140170357,0.254593253433612,762,-0.146611875390438,2.6521366550866,1.61165406451416,1.01618728686516,38.2317611156523,0.209380000489181,53485.1222329596,0.005584128957483,1.26054225510135,0.0973754192021579,0.0718078320820524,35.5367941968825,4.17933471359773,742,1.46469801720361,5.7736805652194,23.4138887376965,1.42996161096203,35.7815330041427,2.77041009124093,49715.3087324921,68.8557553958227,171.390922843035,40.8560499472869,1.16238928182822,-0.148305138805881,0.0183277704592793,742,-0.744606421725168,4.36581644565051,0.120305422651325,1.45217866897306,0.149432531373014,0.0135914754225548,207.48788456782,0.00123254822362509,0.00286475272136978,0.00103365015061733,2.73318560862312,35.5609877423904,2.71473763028637,762,-0.692148964481019,2.722828696324,13.9793430419101,1.16663757061949,35.6643853931705,2.21909163789076,49746.63609342,0.629772471756281,104.221784481325,16.6906548017939,0.0673198425769241,7.22586884511081,0.0232582869893575,762,-0.583806334946622,2.65905432582981,0.131160956679082,1.00749386492908,7.22590624961779,0.0190324873308257,10108.963684429,6.04068262901738e-05,0.00656986408664351,0.00130881654833995,0.0762958215871807,000
876.196664558683,6.24749468020482,762,-0.134595852944689,2.72891305164347,41.5294857129871,1.01887329468605,876.21892144265,5.09360330145311,1225798.50836339,5.39140018712792,680.750726900338,96.9920566351593,0.0718078320820524,38.2310110794544,0.24992825958791,762,-0.166568328662851,2.649174118354,1.41199114222763,1.01506179520719,38.2318274174157,0.205218057306953,53485.5377907701,0.00440466298446428,1.2500800102825,0.0983427000682199,0.0718078320820524,35.4713070973783,4.23931334211116,742,1.50327304335925,5.85179773286029,23.5516982019342,1.44034105702975,35.7235576031435,2.83085260916972,49624.4544888593,73.5836292335835,195.045437405944,43.4692769698875,2.07345115136926,-0.148297008982189,0.0185902456423468,742,-0.764135970336976,4.41055856708321,0.125990257604636,1.49394592080312,0.149456860835961,0.013712640203175,207.477734879406,0.00154703276073283,0.00325972751072373,0.00116536957817852,1.49001251570259,35.4955006428862,2.75449025603289,824,-0.702164841677606,2.73141299823369,13.8712483411295,1.14711667063773,35.6021398657343,2.25892858852332,49655.7818497872,0.561284971612081,112.976390848186,18.7475745436062,0.36352714991539,7.22587697493451,0.023018209284634,762,-0.596267824163,2.72336868127675,0.123253899216754,1.0077702384472,7.22591361119074,0.0187170987926408,10108.9738341174,6.59435321844289e-05,0.0071898147243551,0.0013641712884743,0.0762958215871807,000
876.19973394186,6.09527819602839,762,-0.139256842235893,2.70527485847635,36.0967325844181,1.01806641636682,876.220919425366,4.96270782330614,1225811.64945519,3.74496456743714,674.780214263005,98.1861527292621,0.0718078320820524,38.2290472776069,0.252262805799215,762,-0.156825515998502,2.64351340989176,1.46829178184024,1.01570363034488,38.2298789799553,0.207584964729579,53482.7580228991,0.010108225119395,1.19597740058042,0.0944764751387235,0.0718078320820524,35.5236445184416,4.1797071486433,742,1.40925150888473,5.60899069142414,22.5017521048481,1.41537540363944,35.7685167875884,2.80473494332238,49695.1966815356,80.2851720712091,189.889790568126,42.2456810516093,1.15341330281797,-0.148951879977232,0.0180094830638097,742,-0.732799328271425,4.1091637241759,0.108913716352423,1.43616906428006,0.150035903558087,0.0135349648125411,208.386277315735,0.00136154242491197,0.00215528572956063,0.00108299553196987,0.0583438635666676,35.5478380639495,2.723227995787,640,-0.751424903998059,2.85575399612342,14.3451560012244,1.15221256331402,35.6519209106027,2.22049273284722,49726.5240424635,0.696649282357304,103.22846774469,19.0245213656177,2.91719317833338,7.22522210393947,0.0234048203567659,824,-0.600749144523499,2.70705017525885,0.123758549638105,1.00673470848911,7.22525998463696,0.0190780084752484,10108.0652916811,5.1201526880581e-05,0.00781416949451046,0.00159971495874258,0.0718078320820524,000
876.137633074749,6.16332351345494,762,-0.141606571331063,2.72586048735764,37.5213778704427,1.01808216908966,876.159295740963,5.0248312172929,1225723.74547681,8.38640614031927,633.21754394426,94.3620485566367,0.0718078320820524,38.229058208522,0.253901556732581,762,-0.151757612546248,2.77888798195599,1.50874070652502,1.01568540496095,38.2299007514267,0.206914733776991,53482.8356133914,0.00570626908078814,1.18487038964206,0.0783861527617706,0.0718078320820524,35.524615142627,4.16035877379478,742,1.4559312493492,5.81083836491491,23.3508599496216,1.43439715751044,35.7672266590991,2.77157682144524,49699.3522596395,76.9239626595993,185.440915412577,43.7902976474058,1.67402008541285,-0.148428505766599,0.0187163541717672,742,-0.852708527300513,4.44477097161967,0.136686871386585,1.52216304006178,0.149603051512781,0.0138821547909691,207.678855388971,0.001096266998833,0.00246490632557328,0.00107928311130158,1.86251564462823,35.5488086881349,2.72819360941572,762,-0.753244428537686,2.83012530402603,13.3444507755833,1.13844039321161,35.6532680557992,2.22944242279691,49730.6796205674,0.281724542019361,96.0985371478762,18.5395333520176,1.67850807491798,7.2257454781501,0.0230705403667067,762,-0.660510966814773,2.83876047245177,0.127281804783337,1.00737198250794,7.22578228184748,0.0187126457410385,10108.7727136078,6.30842351279632e-05,0.0070247912509289,0.00164740987777581,0.0762958215871807,000
876.137978740637,6.20945048327584,762,-0.126176239999391,2.8588695568358,38.164662759071,1.01805509403095,876.159966858862,5.01179593639605,1225726.19910361,4.93299543991184,628.303867933093,78.7596785150597,0.0718078320820524,38.2328046709903,0.259383277394283,762,-0.136035209775941,2.77922376259934,1.6171401443514,1.01910442774559,38.2336839009501,0.210597077360628,53487.943921944,0.00312666568206852,1.20339843657858,0.112257685379488,0.0762958215871807,35.5049771241524,4.24063027725289,742,1.47107490022243,5.81957307367772,25.1288537933631,1.45237989851485,35.7571461497436,2.81991366351444,49671.5545809298,70.4136682913212,183.564770013637,35.1019960292105,0.960429754097451,-0.148418799524744,0.0186954761155947,742,-0.852784494020263,4.38926600854832,0.123824295724501,1.49056159043597,0.149590812625045,0.013831982579409,207.637299607932,0.00118583964509452,0.00284604461490519,0.00109603957159798,2.01061929829747,35.5291706696603,2.75924599556833,762,-0.745107269402747,2.81273030686492,14.7429688430741,1.15481943987064,35.6360767869807,2.25405461298473,49702.8819418578,0.460974408338634,106.326989703056,18.7238535681878,2.18116289949234,7.22575518439196,0.0231330916592335,762,-0.663095754363331,2.8156292992397,0.116708460327137,1.00644108586948,7.22579218788183,0.0187821158159167,10108.8142693889,3.72126026906795e-05,0.00646188736528499,0.00150883012208139,0.0762958215871807,000
876.256452286317,6.38969947197354,762,-0.0820393936099233,2.88428293665919,41.8263300997938,1.02277917913089,876.279732317086,5.12489537099446,1225887.73800378,2.92023979763308,638.866686701627,111.306745721659,0.0718078320820524,38.2321019232993,0.249818114434047,762,-0.164459314534553,2.73451013034051,1.46974390906321,1.01676756314373,38.2329175186242,0.204846023934058,53487.0653648253,0.00774590117750307,1.11144594639245,0.0797649288089687,0.0718078320820524,35.5050864333041,4.14631232062618,742,1.42445938544928,5.63082544868435,22.5310581541036,1.41949143385347,35.7461996380569,2.79997987563989,49672.330485853,76.1177109747371,183.737977997689,36.6995307267169,2.87680127278722,-0.14861517970949,0.0178762310508629,742,-0.791594130451802,4.14882578088582,0.112472100571012,1.44645201201728,0.149685680743967,0.0132791646775846,207.915276395029,0.00149118286174187,0.00262583132783287,0.00126070027115362,0.969405733107708,35.529279978812,2.73556103519438,578,-0.710454913045448,2.73713511538855,13.5223478895918,1.1502485106952,35.6343610126513,2.22635032098784,49703.6578467809,0.506021231310005,107.178599618463,17.796204799827,2.14974697295644,7.2255588042072,0.0234564918769674,762,-0.658862568819894,2.80477205926433,0.132197509780681,1.00718936966502,7.2255968505766,0.0190850359078843,10108.5362926018,5.46394458504328e-05,0.00729424908244734,0.00158663883599802,0.0762958215871807,000
876.234229453077,6.1011659668419,762,-0.136404587262832,2.83443309202079,37.1531988220365,1.01954123902955,876.255455048726,4.95563920002123,1225859.95558828,6.53855677625405,574.608677441412,79.6229523108758,0.0718078320820524,38.2364409068448,0.252874024525581,762,-0.135148130094507,2.6521521144261,1.62791951580436,1.01826528132388,38.237276482769,0.209669274554221,53493.1136733905,0.0113159095930664,1.22786205408376,0.0908766025830383,0.0718078320820524,35.5425510579866,4.25348218561247,660,1.48600336808883,5.85431427793147,24.845364090352,1.47370720781559,35.795979152367,2.84217187679414,49723.4135713786,79.838085048914,182.534243172912,42.155444817447,1.83109971809234,-0.148614086617973,0.0187213821608071,742,-0.911568786972959,4.46781286600984,0.115414060898255,1.44638039035859,0.149787805048336,0.0137003782359699,207.907517345797,0.00119716021346725,0.00279578252955515,0.00105251314666798,2.8723132832821,35.5667446034945,2.76649032118532,824,-0.716783141366237,2.7833963928616,13.8213970913661,1.17132991458436,35.6740987780219,2.2505517948003,49754.7409323065,0.334766618320301,103.868448976464,17.2438557876052,2.57610597594363,7.22555989729872,0.0232507987002352,824,-0.608801810121502,2.70445469153162,0.117394364066368,1.0069075230729,7.22559727932226,0.0188751080462363,10108.544051651,4.56123382087372e-05,0.00739637438729602,0.00148658134878702,0.0762958215871807,000
876.371440160414,6.18122115216405,762,-0.0960437666266252,2.72912324990709,42.7099310488863,1.02190193024049,876.393223007063,5.09096820819203,1226051.21989886,9.42059315505636,659.115440655271,91.2444468767364,0.0718078320820524,38.227127003594,0.252216427946151,762,-0.0950842420586208,2.69176147127159,1.39917787753214,1.01652973406135,38.2279584419243,0.206771508099981,53479.9984284539,0.0101333951148179,1.22265329609499,0.0741520261536032,0.0718078320820524,35.5355235810765,4.19022860664242,742,1.45366388213047,5.7548616138222,23.0709494156692,1.42216346106496,35.7815442723946,2.79618016900882,49714.6280001919,73.5208127459597,166.080744984628,36.5836269502385,1.97920337176157,-0.148239440371149,0.0180868833965189,742,-0.719607012735085,4.1987638078576,0.12515032344272,1.45746240491771,0.149337983662706,0.0135154465983666,207.396686490542,0.0010669906511698,0.00267581591491895,0.00131251027688686,2.57610597594363,35.5597171265844,2.77962460199563,762,-0.70699091875787,2.64164642221745,13.3352141416422,1.1454512308367,35.6681128776919,2.29645796435322,49745.9553611198,0.441214523644315,100.981515881204,16.8201531051205,1.98817935077183,7.22593454354555,0.0234730415473468,762,-0.626593127884732,2.75554987770913,0.124595009763109,1.0079939555394,7.22597264163963,0.0190377694360425,10109.0548825063,3.70720512251377e-05,0.00709446889850967,0.00138249454226149,0.0762958215871807,000
